"Data","Ostatnio","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"08.07.2020","0,8825","0,8870","0,8880","0,8809","114,71K","-0,51%"
"07.07.2020","0,8870","0,8844","0,8882","0,8824","118,91K","0,32%"
"06.07.2020","0,8842","0,8895","0,8896","0,8813","92,46K","-0,53%"
"03.07.2020","0,8889","0,8896","0,8914","0,8886","117,33K","-0,09%"
"02.07.2020","0,8897","0,8888","0,8910","0,8847","109,99K","0,12%"
"01.07.2020","0,8886","0,8903","0,8941","0,8869","98,49K","-0,17%"
"30.06.2020","0,8901","0,8895","0,8936","0,8879","125,66K","0,08%"
"29.06.2020","0,8894","0,8907","0,8916","0,8858","120,44K","-0,20%"
"26.06.2020","0,8912","0,8913","0,8933","0,8896","117,83K","-0,01%"
"25.06.2020","0,8913","0,8888","0,8936","0,8880","130,06K","0,29%"
"24.06.2020","0,8887","0,8843","0,8891","0,8829","121,53K","0,51%"
"23.06.2020","0,8842","0,8881","0,8903","0,8810","131,87K","-0,42%"
"22.06.2020","0,8879","0,8941","0,8954","0,8873","109,67K","-0,74%"
"19.06.2020","0,8945","0,8924","0,8954","0,8885","122,27K","0,22%"
"18.06.2020","0,8925","0,8893","0,8940","0,8878","125,42K","0,37%"
"17.06.2020","0,8892","0,8878","0,8924","0,8853","137,08K","0,18%"
"16.06.2020","0,8876","0,8832","0,8907","0,8808","120,58K","0,52%"
"15.06.2020","0,8830","0,8892","0,8908","0,8823","127,37K","-0,60%"
"12.06.2020","0,8883","0,8850","0,8919","0,8817","119,07K","0,38%"
"11.06.2020","0,8849","0,8792","0,8860","0,8769","144,07K","0,64%"
"10.06.2020","0,8793","0,8816","0,8832","0,8755","120,98K","-0,28%"
"09.06.2020","0,8818","0,8852","0,8896","0,8798","119,40K","-0,40%"
"08.06.2020","0,8853","0,8859","0,8875","0,8834","92,17K","-0,07%"
"05.06.2020","0,8859","0,8820","0,8867","0,8784","118,69K","0,46%"
"04.06.2020","0,8818","0,8902","0,8933","0,8801","123,94K","-0,92%"
"03.06.2020","0,8900","0,8951","0,8956","0,8883","136,51K","-0,56%"
"02.06.2020","0,8950","0,8979","0,8997","0,8931","128,72K","-0,33%"
"01.06.2020","0,8980","0,9011","0,9013","0,8965","103,97K","-0,32%"
"29.05.2020","0,9009","0,9028","0,9034","0,8971","119,66K","-0,19%"
"28.05.2020","0,9026","0,9087","0,9099","0,9014","121,59K","-0,65%"
"27.05.2020","0,9085","0,9105","0,9146","0,9065","123,60K","-0,22%"
"26.05.2020","0,9105","0,9175","0,9182","0,9094","100,33K","-0,74%"
"25.05.2020","0,9173","0,9172","0,9200","0,9161","65,12K","0,01%"
"22.05.2020","0,9172","0,9133","0,9187","0,9123","118,98K","0,45%"
"21.05.2020","0,9131","0,9108","0,9143","0,9083","109,50K","0,26%"
"20.05.2020","0,9107","0,9151","0,9160","0,9091","118,50K","-0,50%"
"19.05.2020","0,9153","0,9164","0,9173","0,9110","112,06K","-0,11%"
"18.05.2020","0,9163","0,9245","0,9259","0,9151","90,58K","-0,89%"
"15.05.2020","0,9245","0,9255","0,9269","0,9215","98,48K","-0,10%"
"14.05.2020","0,9254","0,9244","0,9281","0,9237","115,47K","0,12%"
"13.05.2020","0,9243","0,9219","0,9250","0,9177","119,99K","0,28%"
"12.05.2020","0,9217","0,9254","0,9273","0,9186","125,12K","-0,37%"
"11.05.2020","0,9251","0,9226","0,9259","0,9216","96,78K","0,29%"
"08.05.2020","0,9224","0,9231","0,9247","0,9194","104,97K","-0,04%"
"07.05.2020","0,9228","0,9263","0,9288","0,9229","109,25K","-0,38%"
"06.05.2020","0,9263","0,9225","0,9275","0,9218","106,06K","0,39%"
"05.05.2020","0,9227","0,9168","0,9237","0,9152","100,33K","0,67%"
"04.05.2020","0,9166","0,9107","0,9179","0,9107","87,75K","0,67%"
"01.05.2020","0,9105","0,9128","0,9146","0,9075","91,35K","-0,22%"
"30.04.2020","0,9125","0,9198","0,9232","0,9114","122,44K","-0,75%"
"29.04.2020","0,9194","0,9243","0,9244","0,9186","131,41K","-0,50%"
"28.04.2020","0,9240","0,9234","0,9251","0,9183","132,70K","0,09%"
"27.04.2020","0,9232","0,9252","0,9252","0,9206","113,19K","-0,08%"
"24.04.2020","0,9239","0,9278","0,9323","0,9233","119,65K","-0,40%"
"23.04.2020","0,9276","0,9239","0,9298","0,9219","121,04K","0,40%"
"22.04.2020","0,9239","0,9211","0,9258","0,9186","114,98K","0,34%"
"21.04.2020","0,9208","0,9207","0,9246","0,9190","121,51K","0,03%"
"20.04.2020","0,9205","0,9196","0,9225","0,9176","114,31K","0,11%"
"17.04.2020","0,9195","0,9230","0,9250","0,9180","129,16K","-0,34%"
"16.04.2020","0,9226","0,9165","0,9245","0,9163","128,71K","0,67%"
"15.04.2020","0,9165","0,9107","0,9211","0,9098","111,31K","0,66%"
"14.04.2020","0,9105","0,9161","0,9171","0,9101","110,47K","-0,61%"
"13.04.2020","0,9161","0,9140","0,9181","0,9117","62,17K","0,21%"
"10.04.2020","0,9142","0,9149","0,9159","0,9130","62,11K","-0,07%"
"09.04.2020","0,9148","0,9211","0,9225","0,9130","116,28K","-0,65%"
"08.04.2020","0,9208","0,9182","0,9234","0,9172","128,09K","0,31%"
"07.04.2020","0,9180","0,9265","0,9273","0,9153","140,12K","-0,91%"
"06.04.2020","0,9264","0,9247","0,9287","0,9229","115,26K","0,14%"
"03.04.2020","0,9251","0,9209","0,9283","0,9204","114,66K","0,47%"
"02.04.2020","0,9208","0,9121","0,9241","0,9116","131,83K","0,98%"
"01.04.2020","0,9119","0,9065","0,9172","0,9058","127,78K","0,61%"
"31.03.2020","0,9064","0,9053","0,9153","0,9045","132,03K","0,15%"
"30.03.2020","0,9050","0,8979","0,9083","0,8972","120,26K","0,86%"
"27.03.2020","0,8973","0,9066","0,9130","0,8971","137,10K","-1,01%"
"26.03.2020","0,9065","0,9190","0,9200","0,9042","135,71K","-1,34%"
"25.03.2020","0,9188","0,9269","0,9294","0,9179","141,89K","-0,85%"
"24.03.2020","0,9267","0,9323","0,9327","0,9183","140,57K","-0,61%"
"23.03.2020","0,9324","0,9349","0,9402","0,9235","142,13K","-0,27%"
"20.03.2020","0,9349","0,9353","0,9401","0,9232","157,42K","-0,02%"
"19.03.2020","0,9351","0,9161","0,9385","0,9105","154,12K","2,09%"
"18.03.2020","0,9160","0,9093","0,9258","0,9054","142,40K","0,74%"
"17.03.2020","0,9093","0,8942","0,9129","0,8936","135,65K","1,70%"
"16.03.2020","0,8941","0,9021","0,9054","0,8899","140,34K","-0,69%"
"13.03.2020","0,9003","0,8941","0,9046","0,8910","150,52K","0,72%"
"12.03.2020","0,8939","0,8874","0,9046","0,8823","141,45K","0,76%"
"11.03.2020","0,8872","0,8865","0,8884","0,8797","136,10K","0,09%"
"10.03.2020","0,8864","0,8737","0,8870","0,8727","130,04K","1,50%"
"09.03.2020","0,8733","0,8856","0,8863","0,8701","140,68K","-1,43%"
"06.03.2020","0,8860","0,8896","0,8920","0,8806","120,58K","-0,39%"
"05.03.2020","0,8895","0,8979","0,8993","0,8892","95,96K","-0,92%"
"04.03.2020","0,8978","0,8951","0,9014","0,8939","99,17K","0,32%"
"03.03.2020","0,8949","0,8982","0,9013","0,8918","111,39K","-0,35%"
"02.03.2020","0,8980","0,9089","0,9089","0,8939","112,46K","-0,97%"
"28.02.2020","0,9068","0,9090","0,9132","0,9046","103,28K","-0,23%"
"27.02.2020","0,9089","0,9187","0,9193","0,9086","96,55K","-1,09%"
"26.02.2020","0,9189","0,9190","0,9212","0,9166","96,52K","0,00%"
"25.02.2020","0,9189","0,9213","0,9234","0,9182","95,39K","-0,24%"
"24.02.2020","0,9211","0,9225","0,9255","0,9197","80,31K","-0,09%"
"21.02.2020","0,9219","0,9272","0,9273","0,9204","72,95K","-0,56%"
"20.02.2020","0,9271","0,9254","0,9280","0,9241","79,09K","0,21%"
"19.02.2020","0,9252","0,9266","0,9275","0,9248","78,97K","-0,14%"
"18.02.2020","0,9265","0,9226","0,9272","0,9226","79,01K","0,40%"
"17.02.2020","0,9228","0,9232","0,9241","0,9215","57,61K","-0,02%"
"14.02.2020","0,9230","0,9225","0,9236","0,9207","71,96K","0,08%"
"13.02.2020","0,9223","0,9197","0,9230","0,9183","74,39K","0,30%"
"12.02.2020","0,9195","0,9161","0,9204","0,9152","71,52K","0,39%"
"11.02.2020","0,9159","0,9165","0,9183","0,9153","73,61K","-0,05%"
"10.02.2020","0,9164","0,9132","0,9168","0,9125","75,92K","0,32%"
"07.02.2020","0,9135","0,9105","0,9140","0,9103","69,26K","0,31%"
"06.02.2020","0,9107","0,9092","0,9121","0,9079","72,55K","0,19%"
"05.02.2020","0,9090","0,9054","0,9097","0,9051","71,87K","0,40%"
"04.02.2020","0,9054","0,9042","0,9064","0,9038","71,23K","0,15%"
"03.02.2020","0,9040","0,9015","0,9061","0,9012","63,80K","0,30%"
"31.01.2020","0,9013","0,9064","0,9078","0,9011","69,73K","-0,55%"
"30.01.2020","0,9063","0,9082","0,9086","0,9058","71,94K","-0,19%"
"29.01.2020","0,9080","0,9073","0,9098","0,9068","66,91K","0,10%"
"28.01.2020","0,9071","0,9075","0,9093","0,9069","63,23K","-0,03%"
"27.01.2020","0,9074","0,9074","0,9083","0,9058","66,69K","0,06%"
"24.01.2020","0,9069","0,9046","0,9075","0,9039","56,27K","0,27%"
"23.01.2020","0,9045","0,9015","0,9061","0,9002","51,04K","0,36%"
"22.01.2020","0,9013","0,9022","0,9034","0,9010","61,01K","-0,08%"
"21.01.2020","0,9020","0,9013","0,9025","0,8993","59,80K","0,09%"
