Date, Open, High, Low, Close
01/04/24, 7.1550, 7.1595, 7.1530, 7.1539
01/03/24, 7.1438, 7.1535, 7.1438, 7.1535
01/02/24, 7.1132, 7.1438, 7.1104, 7.1438
01/01/24, 7.1132, 7.1132, 7.1132, 7.1132
12/29/23, 7.1081, 7.1132, 7.1059, 7.1132
12/28/23, 7.1414, 7.1422, 7.0793, 7.1082
12/27/23, 7.1434, 7.1498, 7.1401, 7.1415
12/26/23, 7.1365, 7.1470, 7.1360, 7.1434
12/25/23, 7.1332, 7.1388, 7.1328, 7.1365
12/22/23, 7.1390, 7.1509, 7.1246, 7.1330
12/21/23, 7.1352, 7.1494, 7.1341, 7.1394
12/20/23, 7.1030, 7.1415, 7.1014, 7.1351
12/19/23, 7.1335, 7.1473, 7.0991, 7.1030
12/18/23, 7.1170, 7.1357, 7.1170, 7.1336
12/15/23, 7.1090, 7.1204, 7.0948, 7.1174
12/14/23, 7.1731, 7.1734, 7.0982, 7.1090
12/13/23, 7.1775, 7.1859, 7.1478, 7.1727
12/12/23, 7.1755, 7.1788, 7.1668, 7.1777
12/11/23, 7.1630, 7.1884, 7.1464, 7.1759
12/08/23, 7.1505, 7.1672, 7.1262, 7.1631
12/07/23, 7.1456, 7.1509, 7.1283, 7.1504
12/06/23, 7.1467, 7.1470, 7.1456, 7.1456
12/05/23, 7.1362, 7.1473, 7.1165, 7.1466
12/04/23, 7.1240, 7.1376, 7.1240, 7.1362
12/01/23, 7.1289, 7.1289, 7.1149, 7.1240
11/30/23, 7.1334, 7.1386, 7.1266, 7.1289
11/29/23, 7.1334, 7.1334, 7.1334, 7.1334
11/28/23, 7.1317, 7.1369, 7.1197, 7.1334
11/27/23, 7.1497, 7.1557, 7.1256, 7.1315
11/24/23, 7.1391, 7.1554, 7.1391, 7.1497
11/23/23, 7.1556, 7.1558, 7.1366, 7.1391
11/22/23, 7.1082, 7.1566, 7.1000, 7.1557
11/21/23, 7.1690, 7.1694, 7.1082, 7.1082
11/20/23, 7.2111, 7.2111, 7.1640, 7.1691
11/17/23, 7.2419, 7.2490, 7.2111, 7.2112
11/16/23, 7.2469, 7.2613, 7.2418, 7.2420
11/15/23, 7.2531, 7.2625, 7.2346, 7.2468
11/14/23, 7.2904, 7.2954, 7.2530, 7.2531
11/13/23, 7.2896, 7.2982, 7.2893, 7.2905
11/10/23, 7.2831, 7.2937, 7.2827, 7.2896
11/09/23, 7.2804, 7.2875, 7.2767, 7.2831
11/08/23, 7.2795, 7.2820, 7.2662, 7.2803
11/07/23, 7.2693, 7.2868, 7.2690, 7.2795
11/06/23, 7.3000, 7.3000, 7.2671, 7.2694
11/03/23, 7.3157, 7.3188, 7.3010, 7.3011
11/02/23, 7.3170, 7.3195, 7.3151, 7.3157
11/01/23, 7.3162, 7.3199, 7.3153, 7.3170
10/31/23, 7.3130, 7.3189, 7.3128, 7.3160
10/30/23, 7.3173, 7.3187, 7.1686, 7.3139
10/27/23, 7.3161, 7.3189, 7.3148, 7.3172
10/26/23, 7.3172, 7.3195, 7.3148, 7.3158
10/25/23, 7.3104, 7.3179, 7.3060, 7.3172
10/24/23, 7.3156, 7.3161, 7.2985, 7.3103
10/23/23, 7.3170, 7.3181, 7.3136, 7.3157
10/20/23, 7.3128, 7.3235, 7.3087, 7.3170
10/19/23, 7.3154, 7.3179, 7.3120, 7.3129
10/18/23, 7.3129, 7.3177, 7.2992, 7.3153
10/17/23, 7.3109, 7.3158, 7.3094, 7.3129
10/16/23, 7.3048, 7.3129, 7.1780, 7.3109
10/13/23, 7.3028, 7.3090, 7.3017, 7.3048
10/12/23, 7.3001, 7.3037, 7.2921, 7.3029
10/11/23, 7.2955, 7.3035, 7.2911, 7.3001
10/10/23, 7.2918, 7.2998, 7.2906, 7.2954
10/09/23, 7.1953, 7.3021, 7.1953, 7.2919
10/06/23, 7.2005, 7.2009, 7.1838, 7.1953
10/05/23, 7.1977, 7.2029, 7.1898, 7.2004
10/04/23, 7.1971, 7.2022, 7.1931, 7.1978
10/03/23, 7.3015, 7.3015, 7.1911, 7.1970
10/02/23, 7.2952, 7.3015, 7.2952, 7.3015
09/29/23, 7.3005, 7.3011, 7.2951, 7.2952
09/28/23, 7.3099, 7.3124, 7.3003, 7.3004
09/27/23, 7.3116, 7.3129, 7.2959, 7.3100
09/26/23, 7.3117, 7.3123, 7.3028, 7.3115
09/25/23, 7.2980, 7.3125, 7.2980, 7.3118
09/22/23, 7.3079, 7.3080, 7.2962, 7.2980
09/21/23, 7.2871, 7.3094, 7.2868, 7.3079
09/20/23, 7.2972, 7.2995, 7.2871, 7.2871
09/19/23, 7.2917, 7.2985, 7.2901, 7.2973
09/18/23, 7.2748, 7.2976, 7.2748, 7.2917
09/15/23, 7.2768, 7.2821, 7.2165, 7.2749
09/14/23, 7.2701, 7.2800, 7.2694, 7.2768
09/13/23, 7.2923, 7.2925, 7.2695, 7.2701
09/12/23, 7.2897, 7.2959, 7.2828, 7.2922
09/11/23, 7.3430, 7.3440, 7.2402, 7.2896
09/08/23, 7.3286, 7.3501, 7.3282, 7.3434
09/07/23, 7.3166, 7.3297, 7.3165, 7.3286
09/06/23, 7.3043, 7.3218, 7.3034, 7.3170
09/05/23, 7.2724, 7.3073, 7.2721, 7.3043
09/04/23, 7.2612, 7.2743, 7.2581, 7.2725
09/01/23, 7.2584, 7.2662, 7.2461, 7.2612
08/31/23, 7.2846, 7.2915, 7.2578, 7.2583
08/30/23, 7.2809, 7.2941, 7.2794, 7.2847
08/29/23, 7.2905, 7.2952, 7.2389, 7.2808
08/28/23, 7.2897, 7.2957, 7.2828, 7.2905
08/25/23, 7.2778, 7.2913, 7.2776, 7.2897
08/24/23, 7.2785, 7.2868, 7.2694, 7.2778
08/23/23, 7.2937, 7.2938, 7.2040, 7.2785
08/22/23, 7.2428, 7.2977, 7.1866, 7.2936
08/21/23, 7.2816, 7.3084, 7.2377, 7.2428
08/18/23, 7.2814, 7.2948, 7.2694, 7.2816
08/17/23, 7.2981, 7.3174, 7.2429, 7.2814
08/16/23, 7.2825, 7.2989, 7.2725, 7.2979
08/15/23, 7.2595, 7.2891, 7.2279, 7.2826
08/14/23, 7.2022, 7.2645, 7.2022, 7.2595
08/11/23, 7.2171, 7.2385, 7.2020, 7.2371
08/10/23, 7.2093, 7.2184, 7.1866, 7.2172
08/09/23, 7.2171, 7.2174, 7.1766, 7.2093
08/08/23, 7.1937, 7.2215, 7.1845, 7.2170
08/07/23, 7.1707, 7.1945, 7.1411, 7.1936
08/04/23, 7.1654, 7.1863, 7.1361, 7.1708
08/03/23, 7.1917, 7.1930, 7.1525, 7.1658
08/02/23, 7.1779, 7.1945, 7.1337, 7.1916
08/01/23, 7.1432, 7.1790, 7.1367, 7.1779
07/31/23, 7.1487, 7.1530, 7.1127, 7.1433
07/28/23, 7.1742, 7.1747, 7.1485, 7.1489
07/27/23, 7.1507, 7.1758, 7.1203, 7.1742
07/26/23, 7.1363, 7.1618, 7.1358, 7.1507
07/25/23, 7.1864, 7.1869, 7.1321, 7.1363
07/24/23, 7.1878, 7.2069, 7.1821, 7.1864
07/21/23, 7.1776, 7.1881, 7.1617, 7.1878
07/20/23, 7.2270, 7.2270, 7.1658, 7.1776
07/19/23, 7.1801, 7.2270, 7.1798, 7.2270
07/18/23, 7.1720, 7.1823, 7.1642, 7.1801
07/17/23, 7.1411, 7.1778, 7.1410, 7.1720
07/14/23, 7.1511, 7.1512, 7.1195, 7.1411
07/13/23, 7.1663, 7.1759, 7.1505, 7.1511
07/12/23, 7.2102, 7.2104, 7.1645, 7.1663
07/11/23, 7.2316, 7.2324, 7.1954, 7.2102
07/10/23, 7.2212, 7.2414, 7.2193, 7.2316
07/07/23, 7.2500, 7.2505, 7.2198, 7.2212
07/06/23, 7.2475, 7.2543, 7.2318, 7.2500
07/05/23, 7.2147, 7.2505, 7.2124, 7.2475
07/04/23, 7.2407, 7.2429, 7.2109, 7.2147
07/03/23, 7.2535, 7.2556, 7.2327, 7.2407
06/30/23, 7.2526, 7.2690, 7.2429, 7.2535
06/29/23, 7.2445, 7.2538, 7.2351, 7.2526
06/28/23, 7.2202, 7.2548, 7.2201, 7.2445
06/27/23, 7.2376, 7.2379, 7.2062, 7.2202
06/26/23, 7.1799, 7.2390, 7.1795, 7.2376
06/23/23, 7.1795, 7.1801, 7.1794, 7.1799
06/22/23, 7.1795, 7.1796, 7.1795, 7.1795
06/21/23, 7.1819, 7.1981, 7.1785, 7.1795
06/20/23, 7.1615, 7.1833, 7.1615, 7.1819
06/19/23, 7.1263, 7.1628, 7.1263, 7.1615
06/16/23, 7.1210, 7.1412, 7.1060, 7.1263
06/15/23, 7.1637, 7.1807, 7.1200, 7.1210
06/14/23, 7.1678, 7.1685, 7.1473, 7.1637
06/13/23, 7.1455, 7.1679, 7.1427, 7.1678
06/12/23, 7.1286, 7.1476, 7.1286, 7.1455
06/09/23, 7.1123, 7.1322, 7.1111, 7.1286
06/08/23, 7.1298, 7.1421, 7.1122, 7.1123
06/07/23, 7.1201, 7.1311, 7.1104, 7.1298
06/06/23, 7.1053, 7.1240, 7.1012, 7.1201
06/05/23, 7.0849, 7.1245, 7.0848, 7.1053
06/02/23, 7.0945, 7.1030, 7.0562, 7.0849
06/01/23, 7.1118, 7.1244, 7.0945, 7.0945
05/31/23, 7.0801, 7.1127, 7.0800, 7.1118
05/30/23, 7.0731, 7.0987, 7.0679, 7.0801
05/29/23, 7.0647, 7.0794, 7.0618, 7.0731
05/26/23, 7.0789, 7.0798, 7.0454, 7.0647
05/25/23, 7.0609, 7.0791, 7.0607, 7.0789
05/24/23, 7.0567, 7.0675, 7.0376, 7.0609
05/23/23, 7.0358, 7.0573, 7.0354, 7.0567
05/22/23, 7.0076, 7.0358, 7.0076, 7.0358
05/19/23, 7.0359, 7.0599, 7.0027, 7.0076
05/18/23, 6.9986, 7.0428, 6.9969, 7.0359
05/17/23, 6.9772, 7.0040, 6.9772, 6.9986
05/16/23, 6.9526, 6.9790, 6.9521, 6.9772
05/15/23, 6.9582, 6.9657, 6.9477, 6.9526
05/12/23, 6.9487, 6.9583, 6.9429, 6.9582
05/11/23, 6.9333, 6.9497, 6.9306, 6.9487
05/10/23, 6.9205, 6.9333, 6.9150, 6.9333
05/09/23, 6.9124, 6.9293, 6.9121, 6.9205
05/08/23, 6.9106, 6.9189, 6.9105, 6.9124
05/05/23, 6.9066, 6.9201, 6.9054, 6.9106
05/04/23, 6.9121, 6.9200, 6.8924, 6.9066
05/03/23, 6.9121, 6.9121, 6.9121, 6.9121
05/02/23, 6.9121, 6.9121, 6.9121, 6.9121
05/01/23, 6.9122, 6.9122, 6.9121, 6.9121
04/28/23, 6.9238, 6.9287, 6.9113, 6.9122
04/27/23, 6.9268, 6.9327, 6.9111, 6.9238
04/26/23, 6.9327, 6.9332, 6.9165, 6.9269
04/25/23, 6.8964, 6.9336, 6.8915, 6.9327
04/24/23, 6.8936, 6.9065, 6.8899, 6.8964
04/21/23, 6.8732, 6.8966, 6.8729, 6.8936
04/20/23, 6.8859, 6.8959, 6.8715, 6.8731
04/19/23, 6.8760, 6.9010, 6.8756, 6.8860
04/18/23, 6.8798, 6.8802, 6.8652, 6.8760
04/17/23, 6.8715, 6.8820, 6.8667, 6.8799
04/14/23, 6.8689, 6.8722, 6.8321, 6.8715
04/13/23, 6.8748, 6.8782, 6.8676, 6.8689
04/12/23, 6.8870, 6.8902, 6.8698, 6.8748
04/11/23, 6.8818, 6.8927, 6.8814, 6.8870
04/10/23, 6.8707, 6.8821, 6.8701, 6.8817
