Date, Open, High, Low, Close
10/18/21, 6.4358, 6.4393, 6.4293, 6.4296
10/15/21, 6.4400, 6.4405, 6.4260, 6.4358
10/14/21, 6.4281, 6.4401, 6.4277, 6.4399
10/13/21, 6.4490, 6.4513, 6.4271, 6.4281
10/12/21, 6.4507, 6.4580, 6.4477, 6.4489
10/11/21, 6.4433, 6.4507, 6.4346, 6.4507
10/08/21, 6.4467, 6.4514, 6.4394, 6.4433
10/07/21, 6.4467, 6.4467, 6.4467, 6.4467
10/06/21, 6.4467, 6.4467, 6.4467, 6.4467
10/05/21, 6.4467, 6.4467, 6.4467, 6.4467
10/04/21, 6.4467, 6.4467, 6.4467, 6.4467
10/01/21, 6.4467, 6.4471, 6.4463, 6.4467
09/30/21, 6.4711, 6.4746, 6.4432, 6.4463
09/29/21, 6.4598, 6.4714, 6.4594, 6.4709
09/28/21, 6.4570, 6.4622, 6.4524, 6.4603
09/27/21, 6.4667, 6.4667, 6.4556, 6.4571
09/24/21, 6.4590, 6.4696, 6.4569, 6.4667
09/23/21, 6.4623, 6.4698, 6.4531, 6.4590
09/22/21, 6.4663, 6.4734, 6.4614, 6.4623
09/21/21, 6.4662, 6.4675, 6.4659, 6.4674
09/20/21, 6.4662, 6.4669, 6.4650, 6.4661
09/17/21, 6.4576, 6.4690, 6.4473, 6.4662
09/16/21, 6.4325, 6.4586, 6.4306, 6.4576
09/15/21, 6.4394, 6.4444, 6.4314, 6.4325
09/14/21, 6.4518, 6.4523, 6.4384, 6.4394
09/13/21, 6.4443, 6.4573, 6.4443, 6.4519
09/10/21, 6.4554, 6.4571, 6.4367, 6.4443
09/09/21, 6.4618, 6.4634, 6.4532, 6.4554
09/08/21, 6.4666, 6.4666, 6.4577, 6.4618
09/07/21, 6.4582, 6.4672, 6.4543, 6.4666
09/06/21, 6.4535, 6.4596, 6.4524, 6.4582
09/03/21, 6.4565, 6.4612, 6.4333, 6.4535
09/02/21, 6.4600, 6.4635, 6.4548, 6.4565
09/01/21, 6.4607, 6.4693, 6.4591, 6.4600
08/31/21, 6.4666, 6.4723, 6.4562, 6.4607
08/30/21, 6.4718, 6.4718, 6.4657, 6.4666
08/27/21, 6.4815, 6.4878, 6.4718, 6.4718
08/26/21, 6.4760, 6.4866, 6.4726, 6.4814
08/25/21, 6.4714, 6.4796, 6.4712, 6.4760
08/24/21, 6.4815, 6.4843, 6.4694, 6.4714
08/23/21, 6.5015, 6.5015, 6.4806, 6.4815
08/20/21, 6.4949, 6.5048, 6.4941, 6.5015
08/19/21, 6.4847, 6.4985, 6.4842, 6.4948
08/18/21, 6.4861, 6.4863, 6.4794, 6.4847
08/17/21, 6.4747, 6.4872, 6.4745, 6.4861
08/16/21, 6.4774, 6.4804, 6.4728, 6.4747
08/13/21, 6.4789, 6.4833, 6.4760, 6.4774
08/12/21, 6.4792, 6.4808, 6.4737, 6.4790
08/11/21, 6.4860, 6.4883, 6.4753, 6.4792
08/10/21, 6.4863, 6.4866, 6.4784, 6.4860
08/09/21, 6.4836, 6.4885, 6.4742, 6.4863
08/06/21, 6.4614, 6.4843, 6.4614, 6.4836
08/05/21, 6.4663, 6.4671, 6.4602, 6.4614
08/04/21, 6.4703, 6.4706, 6.4562, 6.4663
08/03/21, 6.4621, 6.4705, 6.4619, 6.4704
08/02/21, 6.4615, 6.4687, 6.4595, 6.4621
07/30/21, 6.4564, 6.4679, 6.4510, 6.4615
07/29/21, 6.4909, 6.4910, 6.4561, 6.4564
07/28/21, 6.5112, 6.5114, 6.4908, 6.4909
07/27/21, 6.4828, 6.5118, 6.4742, 6.5112
07/26/21, 6.4814, 6.4874, 6.4787, 6.4828
07/23/21, 6.4707, 6.4817, 6.4680, 6.4814
07/22/21, 6.4680, 6.4708, 6.4628, 6.4707
07/21/21, 6.4850, 6.4854, 6.4660, 6.4680
07/20/21, 6.4905, 6.4906, 6.4778, 6.4850
07/19/21, 6.4792, 6.4913, 6.4775, 6.4905
07/16/21, 6.4609, 6.4797, 6.4605, 6.4792
07/15/21, 6.4693, 6.4702, 6.4573, 6.4609
07/14/21, 6.4688, 6.4770, 6.4505, 6.4692
07/13/21, 6.4756, 6.4757, 6.4628, 6.4689
07/12/21, 6.4789, 6.4790, 6.4712, 6.4756
07/09/21, 6.4907, 6.4908, 6.4788, 6.4789
07/08/21, 6.4730, 6.4909, 6.4727, 6.4906
07/07/21, 6.4792, 6.4803, 6.4625, 6.4730
07/06/21, 6.4643, 6.4793, 6.4586, 6.4792
07/05/21, 6.4731, 6.4731, 6.4580, 6.4638
07/02/21, 6.4691, 6.4851, 6.4690, 6.4730
07/01/21, 6.4572, 6.4691, 6.4572, 6.4691
06/30/21, 6.4643, 6.4645, 6.4537, 6.4572
06/29/21, 6.4561, 6.4687, 6.4544, 6.4642
06/28/21, 6.4562, 6.4648, 6.4538, 6.4561
06/25/21, 6.4720, 6.4721, 6.4511, 6.4562
06/24/21, 6.4739, 6.4824, 6.4658, 6.4720
06/23/21, 6.4813, 6.4898, 6.4712, 6.4740
06/22/21, 6.4669, 6.4816, 6.4587, 6.4815
06/21/21, 6.4531, 6.4715, 6.4477, 6.4669
06/18/21, 6.4484, 6.4532, 6.4359, 6.4531
06/17/21, 6.3974, 6.4494, 6.3970, 6.4484
06/16/21, 6.4061, 6.4063, 6.3962, 6.3975
06/15/21, 6.3987, 6.4076, 6.3987, 6.4061
06/14/21, 6.3987, 6.3987, 6.3987, 6.3987
06/11/21, 6.3933, 6.3990, 6.3855, 6.3987
06/10/21, 6.3875, 6.3955, 6.3819, 6.3933
06/09/21, 6.4005, 6.4010, 6.3835, 6.3877
06/08/21, 6.3974, 6.4007, 6.3892, 6.4005
06/07/21, 6.3952, 6.4028, 6.3936, 6.3974
06/04/21, 6.4038, 6.4121, 6.3932, 6.3952
06/03/21, 6.3811, 6.4039, 6.3808, 6.4038
06/02/21, 6.3817, 6.3912, 6.3768, 6.3811
06/01/21, 6.3700, 6.3841, 6.3621, 6.3817
05/31/21, 6.3684, 6.3740, 6.3574, 6.3700
05/28/21, 6.3833, 6.3846, 6.3631, 6.3684
05/27/21, 6.3915, 6.3972, 6.3742, 6.3832
05/26/21, 6.4110, 6.4111, 6.3877, 6.3916
05/25/21, 6.4193, 6.4196, 6.4024, 6.4110
05/24/21, 6.4342, 6.4397, 6.4181, 6.4193
05/21/21, 6.4349, 6.4367, 6.4291, 6.4342
05/20/21, 6.4350, 6.4428, 6.4325, 6.4350
05/19/21, 6.4251, 6.4394, 6.4242, 6.4350
05/18/21, 6.4392, 6.4394, 6.4196, 6.4252
05/17/21, 6.4371, 6.4438, 6.4355, 6.4392
05/14/21, 6.4520, 6.4522, 6.4301, 6.4371
05/13/21, 6.4571, 6.4576, 6.4480, 6.4520
05/12/21, 6.4292, 6.4572, 6.4285, 6.4565
05/11/21, 6.4166, 6.4326, 6.4158, 6.4292
05/10/21, 6.4325, 6.4345, 6.4103, 6.4166
05/07/21, 6.4642, 6.4664, 6.4325, 6.4325
05/06/21, 6.4737, 6.4835, 6.4638, 6.4642
05/05/21, 6.4735, 6.4739, 6.4731, 6.4736
05/04/21, 6.4736, 6.4741, 6.4733, 6.4738
05/03/21, 6.4745, 6.4746, 6.4735, 6.4737
04/30/21, 6.4720, 6.4764, 6.4651, 6.4745
04/29/21, 6.4789, 6.4790, 6.4655, 6.4720
04/28/21, 6.4831, 6.4903, 6.4788, 6.4789
04/27/21, 6.4855, 6.4906, 6.4807, 6.4831
04/26/21, 6.4954, 6.4954, 6.4843, 6.4855
04/23/21, 6.4912, 6.4996, 6.4903, 6.4954
04/22/21, 6.4908, 6.4939, 6.4824, 6.4914
04/21/21, 6.4995, 6.5019, 6.4903, 6.4909
04/20/21, 6.5103, 6.5103, 6.4925, 6.4995
04/19/21, 6.5209, 6.5314, 6.5066, 6.5102
04/16/21, 6.5228, 6.5338, 6.5183, 6.5209
04/15/21, 6.5296, 6.5413, 6.5219, 6.5228
04/14/21, 6.5441, 6.5446, 6.5292, 6.5296
04/13/21, 6.5490, 6.5532, 6.5432, 6.5441
04/12/21, 6.5530, 6.5600, 6.5443, 6.5489
04/09/21, 6.5511, 6.5615, 6.5463, 6.5530
04/08/21, 6.5425, 6.5523, 6.5423, 6.5511
04/07/21, 6.5395, 6.5461, 6.5369, 6.5425
04/06/21, 6.5669, 6.5672, 6.5395, 6.5395
04/05/21, 6.5675, 6.5678, 6.5653, 6.5669
04/02/21, 6.5654, 6.5683, 6.5597, 6.5675
04/01/21, 6.5527, 6.5775, 6.5527, 6.5654
03/31/21, 6.5720, 6.5723, 6.5460, 6.5527
03/30/21, 6.5697, 6.5752, 6.5637, 6.5720
03/29/21, 6.5415, 6.5733, 6.5414, 6.5697
03/26/21, 6.5463, 6.5464, 6.5390, 6.5415
03/25/21, 6.5246, 6.5469, 6.5246, 6.5463
03/24/21, 6.5164, 6.5266, 6.5164, 6.5246
03/23/21, 6.5078, 6.5180, 6.5063, 6.5164
03/22/21, 6.5090, 6.5125, 6.5053, 6.5078
03/19/21, 6.5063, 6.5183, 6.5019, 6.5090
03/18/21, 6.5041, 6.5108, 6.4899, 6.5063
03/17/21, 6.5059, 6.5077, 6.4991, 6.5041
03/16/21, 6.5000, 6.5067, 6.4948, 6.5059
03/15/21, 6.5085, 6.5105, 6.4970, 6.5000
03/12/21, 6.4939, 6.5086, 6.4860, 6.5085
03/11/21, 6.5059, 6.5062, 6.4839, 6.4939
03/10/21, 6.5066, 6.5173, 6.5025, 6.5059
03/09/21, 6.5261, 6.5437, 6.5045, 6.5066
03/08/21, 6.4968, 6.5311, 6.4930, 6.5261
03/05/21, 6.4700, 6.4986, 6.4700, 6.4968
03/04/21, 6.4679, 6.4720, 6.4662, 6.4700
03/03/21, 6.4705, 6.4726, 6.4568, 6.4679
03/02/21, 6.4660, 6.4753, 6.4658, 6.4706
03/01/21, 6.4752, 6.4752, 6.4597, 6.4660
02/26/21, 6.4549, 6.4790, 6.4546, 6.4752
02/25/21, 6.4566, 6.4575, 6.4463, 6.4549
02/24/21, 6.4665, 6.4665, 6.4460, 6.4566
02/23/21, 6.4648, 6.4706, 6.4573, 6.4665
02/22/21, 6.4869, 6.4869, 6.4608, 6.4648
02/19/21, 6.4882, 6.4885, 6.4864, 6.4869
02/18/21, 6.4586, 6.4894, 6.4491, 6.4882
02/17/21, 6.4581, 6.4587, 6.4579, 6.4585
02/16/21, 6.4582, 6.4584, 6.4574, 6.4581
02/15/21, 6.4582, 6.4585, 6.4580, 6.4582
02/12/21, 6.4583, 6.4586, 6.4579, 6.4582
02/11/21, 6.4582, 6.4583, 6.4579, 6.4579
02/10/21, 6.4353, 6.4586, 6.4311, 6.4582
02/09/21, 6.4487, 6.4534, 6.4327, 6.4353
02/08/21, 6.4667, 6.4667, 6.4484, 6.4487
02/05/21, 6.4718, 6.4813, 6.4617, 6.4667
02/04/21, 6.4603, 6.4719, 6.4577, 6.4718
02/03/21, 6.4576, 6.4629, 6.4560, 6.4601
02/02/21, 6.4681, 6.4699, 6.4490, 6.4576
02/01/21, 6.4277, 6.4696, 6.4277, 6.4681
01/29/21, 6.4495, 6.4669, 6.4238, 6.4277
01/28/21, 6.4836, 6.4934, 6.4492, 6.4495
01/27/21, 6.4652, 6.4866, 6.4588, 6.4836
01/26/21, 6.4798, 6.4798, 6.4637, 6.4652
01/25/21, 6.4819, 6.4863, 6.4736, 6.4798
01/22/21, 6.4621, 6.4852, 6.4614, 6.4819
01/21/21, 6.4665, 6.4666, 6.4581, 6.4621
01/20/21, 6.4790, 6.4791, 6.4633, 6.4665
01/19/21, 6.4925, 6.4927, 6.4780, 6.4790
01/18/21, 6.4808, 6.4973, 6.4782, 6.4925
01/15/21, 6.4746, 6.4814, 6.4650, 6.4808
01/14/21, 6.4681, 6.4760, 6.4624, 6.4746
01/13/21, 6.4640, 6.4716, 6.4523, 6.4681
01/12/21, 6.4808, 6.4810, 6.4585, 6.4640
01/11/21, 6.4754, 6.4923, 6.4711, 6.4808
01/08/21, 6.4782, 6.4784, 6.4622, 6.4754
01/07/21, 6.4618, 6.4791, 6.4555, 6.4782
01/06/21, 6.4563, 6.4636, 6.4515, 6.4618
01/05/21, 6.4616, 6.4672, 6.4303, 6.4563
01/04/21, 6.5330, 6.5330, 6.4587, 6.4616
01/01/21, 6.5327, 6.5330, 6.5325, 6.5330
12/31/20, 6.5233, 6.5531, 6.5153, 6.5327
12/30/20, 6.5309, 6.5368, 6.5220, 6.5233
12/29/20, 6.5371, 6.5376, 6.5276, 6.5309
12/28/20, 6.5418, 6.5432, 6.5284, 6.5371
12/25/20, 6.5301, 6.5443, 6.5199, 6.5418
12/24/20, 6.5407, 6.5408, 6.5277, 6.5301
12/23/20, 6.5433, 6.5551, 6.5329, 6.5407
12/22/20, 6.5497, 6.5537, 6.5406, 6.5433
12/21/20, 6.5370, 6.5554, 6.5370, 6.5497
12/18/20, 6.5332, 6.5450, 6.5327, 6.5370
12/17/20, 6.5328, 6.5409, 6.5293, 6.5332
12/16/20, 6.5394, 6.5459, 6.5246, 6.5328
12/15/20, 6.5508, 6.5560, 6.5388, 6.5394
12/14/20, 6.5467, 6.5515, 6.5358, 6.5508
12/11/20, 6.5455, 6.5483, 6.5359, 6.5467
12/10/20, 6.5433, 6.5528, 6.5406, 6.5455
12/09/20, 6.5332, 6.5457, 6.5208, 6.5433
12/08/20, 6.5298, 6.5391, 6.5210, 6.5332
12/07/20, 6.5316, 6.5434, 6.5295, 6.5298
12/04/20, 6.5429, 6.5522, 6.5273, 6.5316
12/03/20, 6.5634, 6.5642, 6.5427, 6.5429
12/02/20, 6.5723, 6.5723, 6.5527, 6.5634
12/01/20, 6.5789, 6.5867, 6.5613, 6.5723
11/30/20, 6.5770, 6.5945, 6.5733, 6.5789
11/27/20, 6.5756, 6.5839, 6.5720, 6.5770
11/26/20, 6.5790, 6.5792, 6.5627, 6.5756
11/25/20, 6.5919, 6.5920, 6.5731, 6.5790
11/24/20, 6.5860, 6.5927, 6.5746, 6.5919
11/23/20, 6.5630, 6.5862, 6.5552, 6.5860
11/20/20, 6.5835, 6.5836, 6.5628, 6.5630
11/19/20, 6.5607, 6.5920, 6.5604, 6.5835
11/18/20, 6.5566, 6.5650, 6.5404, 6.5607
11/17/20, 6.5847, 6.5852, 6.5498, 6.5566
11/16/20, 6.6064, 6.6064, 6.5700, 6.5847
11/13/20, 6.6130, 6.6264, 6.6050, 6.6064
11/12/20, 6.6320, 6.6337, 6.6120, 6.6130
11/11/20, 6.6157, 6.6326, 6.5931, 6.6320
11/10/20, 6.6296, 6.6296, 6.5978, 6.6157
11/09/20, 6.6114, 6.6302, 6.5796, 6.6296
11/06/20, 6.6064, 6.6376, 6.6057, 6.6114
11/05/20, 6.6535, 6.6621, 6.6035, 6.6064
11/04/20, 6.6777, 6.7496, 6.6524, 6.6535
11/03/20, 6.6915, 6.6969, 6.6765, 6.6777
11/02/20, 6.6927, 6.7007, 6.6820, 6.6915
10/30/20, 6.7150, 6.7155, 6.6794, 6.6927
10/29/20, 6.7290, 6.7294, 6.7028, 6.7150
10/28/20, 6.7055, 6.7301, 6.7054, 6.7290
10/27/20, 6.7122, 6.7243, 6.6973, 6.7055
10/26/20, 6.6868, 6.7142, 6.6786, 6.7122
10/23/20, 6.6846, 6.6927, 6.6660, 6.6868
10/22/20, 6.6511, 6.6887, 6.6464, 6.6846
10/21/20, 6.6767, 6.6767, 6.6414, 6.6511
10/20/20, 6.6822, 6.6937, 6.6761, 6.6767
10/19/20, 6.6976, 6.7037, 6.6822, 6.6822
10/16/20, 6.7254, 6.7257, 6.6948, 6.6976
10/15/20, 6.7151, 6.7354, 6.7143, 6.7254
10/14/20, 6.7467, 6.7478, 6.7136, 6.7151
10/13/20, 6.7459, 6.7608, 6.7332, 6.7466
10/12/20, 6.6947, 6.7547, 6.6947, 6.7459
10/09/20, 6.7903, 6.7908, 6.6934, 6.6947
10/08/20, 6.7906, 6.7910, 6.7901, 6.7902
10/07/20, 6.7908, 6.7910, 6.7903, 6.7905
10/06/20, 6.7908, 6.7910, 6.7903, 6.7905
10/05/20, 6.7909, 6.7909, 6.7907, 6.7908
10/02/20, 6.7908, 6.7910, 6.7903, 6.7909
10/01/20, 6.7908, 6.7910, 6.7902, 6.7903
09/30/20, 6.8165, 6.8173, 6.7896, 6.7908
09/29/20, 6.8119, 6.8276, 6.8104, 6.8165
09/28/20, 6.8238, 6.8279, 6.8100, 6.8119
09/25/20, 6.8287, 6.8337, 6.8136, 6.8238
09/24/20, 6.8104, 6.8336, 6.8094, 6.8287
09/23/20, 6.7799, 6.8131, 6.7796, 6.8104
09/22/20, 6.8052, 6.8053, 6.7720, 6.7799
09/21/20, 6.7690, 6.8055, 6.7571, 6.8052
09/18/20, 6.7651, 6.7769, 6.7512, 6.7690
09/17/20, 6.7548, 6.7800, 6.7517, 6.7650
09/16/20, 6.7818, 6.7819, 6.7548, 6.7548
09/15/20, 6.8105, 6.8106, 6.7704, 6.7818
09/14/20, 6.8344, 6.8344, 6.8088, 6.8105
09/11/20, 6.8343, 6.8393, 6.8320, 6.8344
09/10/20, 6.8333, 6.8427, 6.8274, 6.8344
09/09/20, 6.8466, 6.8561, 6.8322, 6.8333
09/08/20, 6.8307, 6.8513, 6.8280, 6.8467
09/07/20, 6.8425, 6.8425, 6.8287, 6.8307
09/04/20, 6.8468, 6.8472, 6.8355, 6.8425
09/03/20, 6.8386, 6.8495, 6.8249, 6.8469
09/02/20, 6.8285, 6.8390, 6.8220, 6.8387
09/01/20, 6.8485, 6.8491, 6.8118, 6.8284
08/31/20, 6.8654, 6.8654, 6.8426, 6.8484
08/28/20, 6.8900, 6.8937, 6.8608, 6.8654
08/27/20, 6.8860, 6.8960, 6.8748, 6.8899
08/26/20, 6.9126, 6.9132, 6.8859, 6.8860
08/25/20, 6.9202, 6.9203, 6.9078, 6.9125
08/24/20, 6.9195, 6.9209, 6.9115, 6.9203
08/21/20, 6.9159, 6.9256, 6.9001, 6.9195
08/20/20, 6.9207, 6.9291, 6.9137, 6.9159
08/19/20, 6.9219, 6.9233, 6.9042, 6.9207
08/18/20, 6.9329, 6.9357, 6.9116, 6.9218
08/17/20, 6.9503, 6.9505, 6.9308, 6.9329
08/14/20, 6.9451, 6.9540, 6.9412, 6.9503
08/13/20, 6.9372, 6.9476, 6.9312, 6.9451
08/12/20, 6.9463, 6.9573, 6.9369, 6.9374
08/11/20, 6.9619, 6.9621, 6.9425, 6.9460
08/10/20, 6.9678, 6.9722, 6.9578, 6.9619
08/07/20, 6.9535, 6.9737, 6.9531, 6.9678
08/06/20, 6.9359, 6.9536, 6.9355, 6.9535
08/05/20, 6.9735, 6.9738, 6.9359, 6.9360
08/04/20, 6.9809, 6.9869, 6.9724, 6.9734
08/03/20, 6.9752, 6.9856, 6.9721, 6.9809
07/31/20, 7.0088, 7.0088, 6.9718, 6.9752
07/30/20, 7.0018, 7.0090, 6.9926, 7.0088
07/29/20, 7.0008, 7.0054, 6.9965, 7.0018
07/28/20, 6.9964, 7.0098, 6.9886, 7.0008
07/27/20, 7.0173, 7.0173, 6.9962, 6.9964
07/24/20, 7.0041, 7.0235, 7.0026, 7.0173
07/23/20, 7.0002, 7.0137, 6.9915, 7.0041
07/22/20, 6.9808, 7.0134, 6.9657, 7.0002
07/21/20, 6.9838, 6.9957, 6.9807, 6.9808
07/20/20, 6.9922, 7.0011, 6.9834, 6.9838
07/17/20, 6.9893, 7.0043, 6.9893, 6.9922
07/16/20, 6.9889, 7.0019, 6.9850, 6.9893
07/15/20, 7.0074, 7.0075, 6.9865, 6.9889
07/14/20, 6.9974, 7.0075, 6.9949, 7.0075
07/13/20, 7.0018, 7.0045, 6.9953, 6.9973
07/10/20, 6.9941, 7.0123, 6.9940, 7.0018
07/09/20, 7.0046, 7.0047, 6.9824, 6.9941
07/08/20, 7.0140, 7.0241, 7.0003, 7.0045
07/07/20, 7.0188, 7.0263, 7.0083, 7.0140
07/06/20, 7.0664, 7.0664, 7.0173, 7.0188
07/03/20, 7.0670, 7.0697, 7.0605, 7.0664
07/02/20, 7.0712, 7.0712, 7.0629, 7.0670
07/01/20, 7.0655, 7.0721, 7.0588, 7.0712
06/30/20, 7.0811, 7.0814, 7.0640, 7.0655
06/29/20, 7.0784, 7.0815, 7.0753, 7.0811
06/26/20, 7.0783, 7.0785, 7.0780, 7.0784
06/25/20, 7.0779, 7.0783, 7.0778, 7.0782
06/24/20, 7.0584, 7.0784, 7.0518, 7.0778
06/23/20, 7.0684, 7.0822, 7.0581, 7.0585
06/22/20, 7.0723, 7.0815, 7.0678, 7.0684
06/19/20, 7.0893, 7.0915, 7.0705, 7.0723
06/18/20, 7.0850, 7.0934, 7.0715, 7.0894
06/17/20, 7.0871, 7.0968, 7.0845, 7.0851
06/16/20, 7.0916, 7.0922, 7.0696, 7.0870
06/15/20, 7.0834, 7.0982, 7.0834, 7.0917
06/12/20, 7.0650, 7.0871, 7.0643, 7.0834
06/11/20, 7.0611, 7.0752, 7.0562, 7.0651
06/10/20, 7.0774, 7.0840, 7.0579, 7.0610
06/09/20, 7.0714, 7.0909, 7.0712, 7.0773
06/08/20, 7.0820, 7.0909, 7.0699, 7.0715
06/05/20, 7.1103, 7.1148, 7.0820, 7.0820
06/04/20, 7.1156, 7.1305, 7.1076, 7.1103
06/03/20, 7.1014, 7.1261, 7.0952, 7.1157
06/02/20, 7.1278, 7.1280, 7.0991, 7.1014
06/01/20, 7.1373, 7.1393, 7.1272, 7.1278
05/29/20, 7.1463, 7.1543, 7.1322, 7.1373
05/28/20, 7.1693, 7.1696, 7.1443, 7.1462
05/27/20, 7.1352, 7.1780, 7.1343, 7.1693
05/26/20, 7.1368, 7.1382, 7.1267, 7.1351
05/25/20, 7.1304, 7.1429, 7.1304, 7.1368
05/22/20, 7.1154, 7.1436, 7.1137, 7.1304
05/21/20, 7.0936, 7.1154, 7.0935, 7.1154
05/20/20, 7.0993, 7.1093, 7.0935, 7.0936
05/19/20, 7.1096, 7.1128, 7.0982, 7.0992
05/18/20, 7.1022, 7.1195, 7.1022, 7.1094
05/15/20, 7.0958, 7.1096, 7.0955, 7.1021
05/14/20, 7.0924, 7.1028, 7.0923, 7.0958
05/13/20, 7.0831, 7.0961, 7.0823, 7.0924
05/12/20, 7.0992, 7.0997, 7.0790, 7.0830
05/11/20, 7.0741, 7.0993, 7.0724, 7.0990
05/08/20, 7.0849, 7.0860, 7.0714, 7.0741
05/07/20, 7.1047, 7.1072, 7.0843, 7.0847
05/06/20, 7.0626, 7.1059, 7.0623, 7.1047
05/05/20, 7.0626, 7.0627, 7.0622, 7.0625
05/04/20, 7.0624, 7.0625, 7.0622, 7.0625
05/01/20, 7.0623, 7.0624, 7.0622, 7.0623
04/30/20, 7.0769, 7.0831, 7.0483, 7.0623
04/29/20, 7.0796, 7.0809, 7.0718, 7.0769
04/28/20, 7.0864, 7.0903, 7.0750, 7.0796
04/27/20, 7.0819, 7.0892, 7.0733, 7.0864
04/24/20, 7.0667, 7.0872, 7.0666, 7.0819
04/23/20, 7.0841, 7.0867, 7.0666, 7.0667
04/22/20, 7.0718, 7.0911, 7.0717, 7.0842
04/21/20, 7.0735, 7.0737, 7.0715, 7.0717
04/20/20, 7.0732, 7.0826, 7.0679, 7.0735
04/17/20, 7.0798, 7.0820, 7.0715, 7.0732
04/16/20, 7.0676, 7.0833, 7.0675, 7.0799
04/15/20, 7.0491, 7.0686, 7.0462, 7.0676
04/14/20, 7.0526, 7.0628, 7.0407, 7.0492
04/13/20, 7.0361, 7.0563, 7.0361, 7.0526
04/10/20, 7.0432, 7.0475, 7.0296, 7.0361
04/09/20, 7.0660, 7.0738, 7.0357, 7.0432
04/08/20, 7.0459, 7.0701, 7.0458, 7.0660
04/07/20, 7.0923, 7.0928, 7.0458, 7.0459
04/06/20, 7.0923, 7.0928, 7.0923, 7.0923
04/03/20, 7.0843, 7.0989, 7.0823, 7.0923
04/02/20, 7.1003, 7.1072, 7.0840, 7.0842
04/01/20, 7.0825, 7.1064, 7.0808, 7.1002
03/31/20, 7.1003, 7.1009, 7.0815, 7.0824
03/30/20, 7.0964, 7.1039, 7.0883, 7.1003
03/27/20, 7.0739, 7.0979, 7.0586, 7.0964
03/26/20, 7.1144, 7.1212, 7.0710, 7.0739
03/25/20, 7.0631, 7.1177, 7.0502, 7.1144
03/24/20, 7.0920, 7.0926, 7.0574, 7.0631
03/23/20, 7.0958, 7.1220, 7.0798, 7.0920
03/20/20, 7.1086, 7.1087, 7.0525, 7.0958
03/19/20, 7.0475, 7.1256, 7.0474, 7.1086
03/18/20, 7.0072, 7.0479, 7.0071, 7.0475
03/17/20, 6.9938, 7.0234, 6.9871, 7.0072
03/16/20, 7.0082, 7.0237, 6.9928, 6.9938
03/13/20, 7.0296, 7.0337, 6.9774, 7.0082
03/12/20, 6.9605, 7.0363, 6.9604, 7.0296
03/11/20, 6.9567, 6.9647, 6.9456, 6.9605
03/10/20, 6.9465, 6.9603, 6.9313, 6.9566
03/09/20, 6.9320, 6.9538, 6.9226, 6.9465
03/06/20, 6.9367, 6.9579, 6.9258, 6.9320
03/05/20, 6.9263, 6.9441, 6.9263, 6.9367
03/04/20, 6.9621, 6.9695, 6.9263, 6.9263
03/03/20, 7.0008, 7.0009, 6.9610, 6.9621
03/02/20, 6.9919, 7.0011, 6.9919, 7.0008
02/28/20, 7.0046, 7.0122, 6.9818, 6.9919
02/27/20, 7.0409, 7.0425, 7.0045, 7.0046
02/26/20, 7.0374, 7.0412, 7.0371, 7.0409
02/25/20, 7.0293, 7.0375, 7.0292, 7.0374
02/24/20, 7.0272, 7.0375, 7.0271, 7.0293
02/21/20, 7.0234, 7.0426, 7.0230, 7.0272
02/20/20, 6.9983, 7.0258, 6.9982, 7.0234
02/19/20, 6.9973, 7.0074, 6.9892, 6.9983
02/18/20, 6.9814, 7.0070, 6.9814, 6.9973
02/17/20, 6.9871, 6.9871, 6.9729, 6.9814
02/14/20, 6.9774, 6.9882, 6.9770, 6.9871
02/13/20, 6.9719, 6.9854, 6.9716, 6.9774
02/12/20, 6.9659, 6.9764, 6.9590, 6.9719
02/11/20, 6.9845, 6.9845, 6.9625, 6.9659
02/10/20, 7.0016, 7.0025, 6.9777, 6.9845
02/07/20, 6.9706, 7.0027, 6.9706, 7.0016
02/06/20, 6.9737, 6.9822, 6.9599, 6.9706
02/05/20, 6.9984, 7.0073, 6.9700, 6.9737
02/04/20, 7.0215, 7.0252, 6.9887, 6.9984
02/03/20, 6.9367, 7.0259, 6.9365, 7.0215
01/31/20, 6.9367, 6.9368, 6.9367, 6.9367
01/30/20, 6.9367, 6.9368, 6.9367, 6.9367
01/29/20, 6.9367, 6.9368, 6.9367, 6.9367
01/28/20, 6.9367, 6.9368, 6.9367, 6.9368
01/27/20, 6.9367, 6.9367, 6.9367, 6.9367
01/24/20, 6.9367, 6.9367, 6.9366, 6.9367
01/23/20, 6.9068, 6.9368, 6.9066, 6.9367
01/22/20, 6.9059, 6.9174, 6.8975, 6.9068
01/21/20, 6.8669, 6.9090, 6.8668, 6.9059
